Citing Journal Data,,,,,,,,,,,,,,
,Impact Factor,Cited Journal,All Yrs,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,Rest
245, ,CONN LEARN SOC,2,0,0,0,0,0,0,0,0,0,0,2
246, ,CONNECTIONS NEW WAYS,2,0,0,0,0,0,0,0,0,0,0,2
247, ,CONSTRUCTIONISM,2,0,0,0,0,0,0,0,0,0,0,2
248, ,CONSTRUCTIVISM TECHN,2,0,0,0,0,0,0,0,0,0,0,2
249, ,CORPORATE SOC CAP,2,0,0,0,0,0,0,0,0,2,0,0
250, ,DATA MIN KNOWL DISC,2,0,0,0,0,0,0,0,0,0,2,0
251,2.032,DEV REV,2,0,0,0,0,0,0,0,0,0,0,2
252, ,DIALOGICAL ALTERNATI,2,0,0,0,0,0,0,0,0,0,0,2
253, ,DIGITAL GAME BASED L,2,0,0,0,0,0,0,2,0,0,0,0
254, ,DISTANCE EDUC REPORT,2,0,0,2,0,0,0,0,0,0,0,0
255, ,DYNAMICS DIALOGUE,2,0,0,0,0,0,0,0,0,0,0,2
256, ,E MODERATING KEY TEA,2,0,0,0,0,1,0,0,1,0,0,0
257, ,ED INFORM TECHNOLOGI,2,0,0,1,0,0,0,0,0,0,1,0
258, ,EDUC MEDIA INT,2,0,0,0,0,1,0,1,0,0,0,0
259, ,EDUC TECHNOL RES DE,2,0,0,0,0,0,0,0,0,0,1,1
260, ,EDUCATION,2,0,0,1,0,0,0,0,0,1,0,0
261, ,EMOTIONAL INTELLIGEN,2,0,0,0,0,0,0,0,0,0,0,2
262, ,ETHICOMP,2,0,0,0,2,0,0,0,0,0,0,0
263, ,EUR J ENG ED,2,0,0,0,0,0,0,1,1,0,0,0
264, ,EUR J INFORM SYST,2,0,0,0,0,1,0,0,1,0,0,0
265, ,EUR J SCI EDUC,2,0,0,0,0,0,0,0,0,0,0,2
266, ,EVERYDAY COGNITION I,2,0,0,0,0,0,0,0,0,0,0,2
267, ,EXPLORING EXPERTISE,2,0,0,0,0,0,0,0,0,0,2,0
268, ,FOCUS FORM CLASSROOM,2,0,0,0,0,0,0,0,0,0,2,0
269,0.787,GROUP ORGAN MANAGE,2,0,0,0,0,1,0,0,1,0,0,0
270, ,GUARDIAN,2,0,0,0,0,0,0,0,0,1,1,0
271, ,GUIDED CONSTRUCTION,2,0,0,0,0,0,0,0,0,0,0,2
272, ,HAND MIND WHAT GESTU,2,0,0,0,0,0,0,0,0,0,0,2
273, ,HANDB CHILD PSYCHOL,2,0,0,0,0,0,0,0,0,0,0,2
274, ,HANDB EDUC PSYCHOL,2,0,0,0,0,0,0,0,0,0,0,2
275,1.323,HARVARD BUS REV,2,0,0,0,0,0,0,0,1,0,0,1
276,1.000,HARVARD EDUC REV,2,0,0,0,0,0,0,0,0,0,0,2
277, ,HDB COGNITION EMOTIO,2,0,0,0,0,0,0,0,0,2,0,0
278,1.344,HEALTH EDUC BEHAV,2,0,0,0,0,2,0,0,0,0,0,0
279,1.077,HUM DEV,2,0,0,0,0,0,0,0,0,0,0,2
280, ,IBM J RES DEV,2,0,0,0,0,0,0,0,0,0,1,1
281, ,IEEE INTELL SYST,2,0,0,0,0,0,0,0,0,2,0,0
282, ,IEEE INTERNET COMPUT,2,0,0,0,0,0,0,0,0,2,0,0
283, ,IEEE MULTIMEDIA,2,0,0,0,0,0,1,0,1,0,0,0
284, ,IEEE SOFTWARE,2,0,0,0,1,0,0,0,0,0,0,1
285, ,IEEE T COMPUT,2,0,0,0,0,0,0,0,0,0,0,2
286, ,IEEE T PATTERN ANAL,2,0,0,0,0,0,1,1,0,0,0,0
287, ,IEEE T SYST MAN CY C,2,0,0,0,0,0,0,1,1,0,0,0
288, ,IEEE T SYST MAN CYB,2,0,0,0,0,0,0,0,0,0,0,2
289, ,INDIAN J PSYCHOMETRY,2,0,0,0,0,0,0,0,0,0,0,2
290,1.500,INFORM PROCESS MANAG,2,0,0,0,1,0,0,0,0,1,0,0
291, ,INNOVATIONS LEARN,2,0,0,0,0,0,0,0,0,0,0,2
292, ,INT C COMP SUPP COLL,2,0,0,0,0,2,0,0,0,0,0,0
293, ,INT J E LEARNING,2,0,0,0,1,0,1,0,0,0,0,0
294,0.451,INT J INFORM MANAGE,2,0,0,1,0,0,0,0,1,0,0,0
295, ,INT J MATH ED SCI TE,2,0,0,0,1,0,0,0,1,0,0,0
296, ,INT J UNIVERSAL ACCE,2,0,0,0,0,0,0,2,0,0,0,0
297, ,INTERACT INTEGRATE I,2,0,0,0,0,2,0,0,0,0,0,0
298, ,INTERACTIVE MULTIMED,2,0,0,0,0,0,0,1,0,1,0,0
299, ,INTERPERSONAL COMPUT,2,0,0,1,0,0,0,0,0,0,0,1
300, ,INTRINSIC MOTIVATION,2,0,0,0,0,0,0,0,0,0,0,2
301,4.684,J ABNORM PSYCHOL,2,0,0,0,0,0,0,0,0,0,0,2
302,1.180,J ACAD MARKET SCI,2,0,0,0,0,0,0,0,1,0,1,0
303, ,J ACCOUNTING ED,2,0,0,0,0,0,1,0,0,0,1,0
304,3.094,J AM MED INFORM ASSN,2,0,0,0,0,0,1,1,0,0,0,0
305,0.878,J BUS RES,2,0,0,1,1,0,0,0,0,0,0,0
306, ,J COLL STUDENT DE,2,0,0,0,0,0,0,0,0,0,0,2
307,1.156,J COMMUN,2,0,0,0,1,0,0,0,0,0,0,1
308, ,J COMPUT PHYS,2,0,0,0,0,0,0,0,0,0,0,2
309, ,J COMPUT SCI ED,2,0,0,0,0,0,0,0,0,2,0,0
310, ,J COMPUTING TEACHER,2,0,0,1,0,0,0,0,0,0,0,1
311,0.361,J CURRICULUM STUD,2,0,0,0,0,0,0,0,0,1,0,1
312,1.154,J EARLY ADOLESCENCE,2,0,0,0,0,0,0,0,0,0,0,2
313, ,J EDUC BUSINESS,2,0,0,1,0,0,0,0,0,0,0,1
314,2.408,J EXP PSYCHOL LEARN,2,0,0,0,0,0,0,0,0,0,0,2
315, ,J FURTHER HIGHER ED,2,0,0,0,1,0,0,0,0,1,0,0
316,0.867,J HIGH EDUC,2,0,0,0,0,0,0,0,0,0,0,2
317, ,J INFORM SYSTEMS ED,2,0,0,0,1,0,1,0,0,0,0,0
318,2.000,J MANAGE,2,0,0,0,0,0,0,0,0,0,0,2
319,1.318,J MOTOR BEHAV,2,0,0,0,1,0,0,0,0,1,0,0
320, ,J NETW COMPUT APPL,2,0,0,0,0,0,0,0,1,1,0,0
321, ,J NUTR EDUC BEHAV,2,0,0,0,0,1,0,0,0,0,0,1
322,0.500,J SECOND LANG WRIT,2,0,0,0,1,0,0,0,0,1,0,0
323,0.860,J SOC PSYCHOL,2,0,0,0,0,0,0,0,0,0,0,2
324, ,J SYST SOFTWARE,2,0,0,0,0,2,0,0,0,0,0,0
325,0.560,J TEACH EDUC,2,0,0,0,0,0,0,0,0,1,1,0
326,2.148,J VOCAT BEHAV,2,0,0,0,0,2,0,0,0,0,0,0
327, ,KNOWING LEARN INS,2,0,0,0,0,0,0,0,0,0,0,2
328, ,LANCET,2,0,0,0,1,0,0,1,0,0,0,0
